trade_id,date,exit_time,side,entry_price,exit_price,qty,pnl,ml_prob,entry_reason,exit_reason,regime,orb_high,orb_low,held_seconds,max_pnl,stop_loss,target
191,2025-02-20,2025-02-20 09:50:00,CE,22916.8,22918.6,75,51.75,0.5791,ML_CE,STOP,RANGE,22923.85,22896.95,420.0,187.5,22916.8,22949.5
192,2025-02-21,2025-02-21 09:59:00,CE,22784.5,22776.7,75,-36.0,0.6133,ML_CE,STOP,RANGE,22800.7,22771.75,180.0,0.0,22772.465384615385,22824.596153846156
193,2025-02-24,2025-02-24 09:41:00,CE,22555.0,22565.45,75,679.5,0.6005,ML_CE,STOP,RANGE,22590.15,22566.85,540.0,858.7500000000546,22560.0,22606.33846153846
194,2025-02-24,2025-02-24 09:47:00,CE,22551.0,22562.5,75,839.25,0.6335,ML_CE,Drawdown,RANGE,22590.15,22566.85,120.0,809.9999999999454,22556.0,22587.423076923078
195,2025-02-24,2025-02-24 09:53:00,CE,22547.85,22549.15,75,-36.0,0.6758,ML_CE,STOP,RANGE,22590.15,22566.85,180.0,150.0,22547.85,22592.86153846154
196,2025-02-28,2025-02-28 09:36:00,CE,22140.6,22134.75,75,-69.75,0.6449,ML_CE,TIME_EXIT_WEAK,RANGE,22198.75,22153.9,360.0,86.25000000010914,22115.97692307692,22224.53076923077
197,2025-03-04,2025-03-04 09:34:00,CE,22085.85,22094.8,75,-46.5,0.5993,ML_CE,STOP,RANGE,22104.65,22075.5,240.0,716.2500000002183,22090.85,22134.68846153846
198,2025-03-05,2025-03-05 09:36:00,CE,22341.5,22331.8,75,-69.75,0.6437,ML_CE,TIME_EXIT_WEAK,RANGE,22353.85,22328.3,360.0,0.0,22326.05384615385,22396.46153846154
199,2025-03-06,2025-03-06 09:56:00,CE,22543.6,22537.9,75,-36.0,0.5964,ML_CE,RANGE_DAY_FAST_EXIT,RANGE,22555.85,22524.1,180.0,0.0,22529.17692307692,22591.830769230768
200,2025-03-07,2025-03-07 09:36:00,CE,22580.3,22567.85,75,-69.75,0.5969,ML_CE,TIME_EXIT_WEAK,RANGE,22606.6,22581.25,360.0,0.0,22563.46923076923,22636.95769230769
201,2025-03-11,2025-03-11 09:32:00,CE,22500.6,22503.6,75,201.75,0.598,ML_CE,STOP,RANGE,22507.65,22478.2,120.0,262.5,22500.6,22559.22307692307
202,2025-03-11,2025-03-11 09:37:00,CE,22489.35,22500.5,75,14.25,0.5706,ML_CE,STOP,RANGE,22507.65,22478.2,120.0,873.7500000001091,22494.35,22557.74615384615
203,2025-03-11,2025-03-11 09:45:00,CE,22488.65,22499.35,75,-58.5,0.661,ML_CE,Drawdown,RANGE,22507.65,22478.2,300.0,813.7499999998909,22493.65,22570.29230769231
204,2025-03-11,2025-03-11 09:54:00,CE,22502.0,22499.55,75,-222.0,0.6028,ML_CE,TIME_EXIT_WEAK,RANGE,22507.65,22478.2,360.0,0.0,22482.22692307692,22562.43076923077
205,2025-03-12,2025-03-12 09:44:00,CE,22491.45,22475.95,75,-58.5,0.5626,ORB+ML_CE,STOP,RANGE,22484.9,22441.6,300.0,78.74999999994543,22475.957692307693,22542.523076923077
206,2025-03-17,2025-03-17 09:34:00,CE,22510.3,22516.3,75,404.25,0.605,ML_CE,STOP,RANGE,22522.7,22487.6,240.0,465.00000000005457,22512.966666666667,22551.980769230773
207,2025-03-17,2025-03-17 09:42:00,CE,22510.4,22516.9,75,429.0,0.5952,ML_CE,Drawdown,RANGE,22522.7,22487.6,300.0,487.5,22513.06666666667,22545.584615384618
208,2025-03-17,2025-03-17 09:51:00,CE,22514.25,22508.65,75,-492.0,0.6314,ML_CE,TIME_EXIT_WEAK,RANGE,22522.7,22487.6,360.0,0.0,22503.75,22544.25
209,2025-03-18,2025-03-18 09:34:00,CE,22809.4,22813.8,75,284.25,0.6182,ML_CE,Drawdown,RANGE,22813.35,22793.05,240.0,506.25,22814.4,22852.05769230769
210,2025-03-18,2025-03-18 09:45:00,CE,22833.85,22841.6,75,-70.5,0.5705,ORB+ML_CE,Drawdown,RANGE,22813.35,22793.05,360.0,682.5000000001637,22838.85,22885.03461538462
211,2025-03-19,2025-03-19 09:35:00,CE,22925.4,22919.2,75,-46.5,0.5612,ML_CE,STOP,RANGE,22937.7,22923.5,240.0,0.0,22912.600000000002,22963.45
212,2025-03-20,2025-03-20 09:38:00,CE,23195.95,23197.6,75,-34.5,0.5729,ML_CE,STOP,RANGE,23214.75,23189.0,180.0,240.00000000005457,23195.95,23237.68076923077
213,2025-03-27,2025-03-27 09:32:00,CE,23580.45,23605.75,75,408.0,0.6225,ML_CE,Drawdown,RANGE,23613.75,23597.7,120.0,1953.7499999999454,23589.45,23644.215384615385
214,2025-03-27,2025-03-27 09:40:00,CE,23595.15,23602.2,75,106.5,0.6677,ML_CE,Drawdown,RANGE,23613.75,23597.7,300.0,566.2499999999454,23600.15,23719.615384615387
215,2025-03-27,2025-03-27 09:49:00,CE,23587.7,23592.7,75,-70.5,0.7063,ML_CE,STOP,RANGE,23613.75,23597.7,360.0,412.5,23590.36666666667,23739.16923076923
216,2025-03-28,2025-03-28 09:37:00,CE,23544.25,23522.35,75,-69.75,0.5907,ML_CE,TIME_EXIT_WEAK,RANGE,23612.05,23577.55,360.0,0.0,23513.51923076923,23645.957692307693
217,2025-04-02,2025-04-02 09:34:00,CE,23313.45,23344.75,75,2307.0,0.5837,ORB+ML_CE,Drawdown,RANGE,23310.7,23285.25,240.0,2403.7499999999454,23322.45,23362.626923076918
218,2025-04-03,2025-04-03 09:41:00,CE,23254.9,23253.9,75,-145.5,0.6022,ML_CE,TIME_EXIT_WEAK,RANGE,23258.55,23243.0,360.0,97.49999999994543,23236.403846153848,23313.561538461538
219,2025-04-04,2025-04-04 09:46:00,CE,22913.55,22897.4,75,-1087.5,0.5668,ORB+ML_CE,TIME_EXIT_WEAK,RANGE,22886.9,22857.45,360.0,0.0,22891.857692307694,22987.22307692307
220,2025-04-11,2025-04-11 09:33:00,CE,22834.05,22835.35,75,-35.25,0.606,ML_CE,STOP,RANGE,22834.75,22804.15,180.0,232.5000000001637,22834.05,22890.846153846152
221,2025-04-17,2025-04-17 09:57:00,CE,23856.6,23858.6,75,-168.75,0.5844,ML_CE,STOP,RANGE,23868.9,23835.8,1620.0,187.5,23856.6,23913.23076923077
222,2025-04-21,2025-04-21 09:32:00,CE,24134.1,24136.4,75,-23.25,0.6189,ML_CE,STOP,RANGE,24156.0,24133.7,120.0,266.2500000002183,24134.1,24191.553846153845
223,2025-04-24,2025-04-24 09:42:00,CE,24247.5,24250.7,75,-29.25,0.6121,ORB+ML_CE,STOP,RANGE,24246.4,24216.15,420.0,307.49999999989086,24250.166666666668,24311.688461538462
224,2025-04-28,2025-04-28 09:37:00,CE,24341.15,24327.75,75,-58.5,0.5752,ORB+ML_CE,STOP,RANGE,24325.6,24260.9,300.0,0.0,24318.288461538465,24409.915384615386
225,2025-04-30,2025-04-30 09:40:00,CE,24378.6,24379.25,75,-93.75,0.5624,ML_CE,STOP,RANGE,24388.8,24338.3,480.0,270.0000000001637,24378.6,24475.561538461534
226,2025-05-02,2025-05-02 09:33:00,CE,24388.6,24376.85,75,-35.25,0.5767,ORB+ML_CE,STOP,RANGE,24381.8,24319.1,180.0,0.0,24364.90769230769,24474.22307692308
227,2025-05-05,2025-05-05 09:36:00,CE,24464.6,24456.85,75,-651.75,0.5734,ML_CE,STOP,RANGE,24487.0,24467.9,360.0,90.00000000005457,24449.403846153848,24513.96153846154
228,2025-05-07,2025-05-07 09:59:00,CE,24409.8,24408.8,75,-75.0,0.595,ML_CE,DAY_END,RANGE,24417.45,24394.4,0.0,0.0,24395.684615384616,24456.953846153843
229,2025-05-09,2025-05-09 09:57:00,CE,24014.75,24039.25,75,1758.0,0.6041,ML_CE,Drawdown,RANGE,24025.7,23985.65,420.0,2092.500000000109,24023.75,24071.992307692308
230,2025-05-21,2025-05-21 09:36:00,CE,24825.8,24817.6,75,-69.75,0.5716,ORB+ML_CE,TIME_EXIT_WEAK,RANGE,24813.9,24785.95,360.0,0.0,24807.64615384615,24887.98846153846
231,2025-05-26,2025-05-26 09:38:00,CE,25007.95,25003.55,75,-399.75,0.5912,ML_CE,TIME_EXIT_WEAK,RANGE,25013.45,24983.15,360.0,0.0,24988.357692307694,25074.27307692308
232,2025-05-29,2025-05-29 09:34:00,CE,24799.25,24807.5,75,516.0,0.5714,ORB+ML_CE,STOP,RANGE,24760.85,24738.35,240.0,615.0000000000546,24804.25,24854.653846153848
233,2025-05-29,2025-05-29 09:45:00,CE,24833.4,24850.25,75,-63.75,0.5985,ORB+ML_CE,STOP,RANGE,24760.85,24738.35,420.0,1301.2499999998909,24842.4,24928.215384615385
234,2025-06-02,2025-06-02 09:37:00,CE,24754.1,24736.9,75,-377.25,0.5707,ORB+ML_CE,TIME_EXIT_WEAK,RANGE,24716.05,24656.75,360.0,0.0,24733.64615384615,24821.18846153846
235,2025-06-05,2025-06-05 09:43:00,CE,24742.0,24745.6,75,-24.0,0.567,ML_CE,STOP,RANGE,24780.65,24738.05,120.0,307.49999999989086,24744.666666666668,24809.75
236,2025-06-12,2025-06-12 09:32:00,CE,24904.25,24915.0,75,783.75,0.5846,ML_CE,STOP,RANGE,24913.15,24884.95,120.0,836.2500000001091,24909.25,24979.026923076926
237,2025-06-12,2025-06-12 09:41:00,CE,24903.0,24884.1,75,-294.75,0.6103,ML_CE,TIME_EXIT_WEAK,RANGE,24913.15,24884.95,360.0,0.0,24881.51923076923,24978.407692307697
238,2025-06-13,2025-06-13 09:45:00,CE,24720.2,24724.65,75,275.25,0.5627,ORB+ML_CE,STOP,RANGE,24700.55,24650.9,300.0,404.9999999998363,24722.86666666667,24787.87692307692
239,2025-06-16,2025-06-16 09:45:00,CE,24945.2,24951.05,75,8.25,0.5753,ORB+ML_CE,Drawdown,RANGE,24944.7,24929.25,360.0,412.5,24947.86666666667,24984.007692307692
240,2025-06-16,2025-06-16 09:52:00,CE,24956.35,24951.0,75,-449.25,0.6006,ORB+ML_CE,RANGE_DAY_FAST_EXIT,RANGE,24944.7,24929.25,240.0,0.0,24947.46153846154,24985.434615384616
241,2025-06-18,2025-06-18 09:59:00,CE,24799.25,24798.25,75,0.0,0.6158,ML_CE,DAY_END,RANGE,24820.75,24783.9,0.0,0.0,24784.934615384613,24847.10384615385
242,2025-06-20,2025-06-20 09:37:00,CE,25079.2,25115.55,75,1097.25,0.5743,ORB+ML_CE,Drawdown,RANGE,25052.9,25031.75,360.0,2819.999999999891,25088.2,25138.703846153847
243,2025-06-20,2025-06-20 09:43:00,CE,25126.85,25129.05,75,-35.25,0.579,ORB+ML_CE,STOP,RANGE,25052.9,25031.75,180.0,307.5000000001637,25129.516666666666,25217.7
244,2025-06-24,2025-06-24 09:55:00,CE,25064.0,25069.15,75,351.0,0.6021,ORB+ML_CE,Drawdown,RANGE,25057.0,25015.5,180.0,405.00000000010914,25066.666666666668,25120.123076923082
245,2025-06-30,2025-06-30 09:40:00,CE,25518.4,25520.85,75,125.25,0.5717,ML_CE,STOP,RANGE,25519.8,25492.25,300.0,225.0,25518.4,25560.78846153846
246,2025-07-28,2025-07-28 09:35:00,CE,24685.65,24692.05,75,-58.5,0.5711,ML_CE,STOP,RANGE,24704.2,24677.75,300.0,517.4999999998363,24690.65,24743.969230769228
247,2025-08-04,2025-08-04 09:35:00,CE,24717.2,24718.9,75,69.75,0.5689,ML_CE,STOP,RANGE,24729.65,24689.1,300.0,165.00000000005457,24717.2,24767.823076923072
248,2025-08-04,2025-08-04 09:45:00,CE,24725.65,24718.75,75,-70.5,0.5609,ML_CE,TIME_EXIT_WEAK,RANGE,24729.65,24689.1,360.0,0.0,24713.580769230768,24766.09230769231
249,2025-08-05,2025-08-05 09:45:00,CE,24643.4,24667.0,75,1170.0,0.6012,ORB+ML_CE,Drawdown,RANGE,24629.9,24590.3,540.0,1807.4999999998909,24652.4,24707.184615384613
250,2025-08-07,2025-08-07 09:38:00,PE,24560.9,24590.7,75,-57.75,0.6048,ML_PE,Drawdown,RANGE,24542.6,24504.25,300.0,2456.25,24569.9,24638.880769230767
251,2025-09-18,2025-09-18 09:36:00,PE,25409.3,25424.45,75,-34.5,0.6087,ML_PE,Drawdown,RANGE,25402.05,25351.25,180.0,1117.5000000001091,25418.3,25472.607692307694
252,2025-09-30,2025-09-30 09:35:00,CE,24630.7,24613.7,75,-58.5,0.5684,ML_CE,STOP,RANGE,24654.0,24603.65,300.0,0.0,24609.78076923077,24707.292307692307
253,2025-10-01,2025-10-01 09:59:00,CE,24846.2,24852.9,75,181.5,0.6073,ML_CE,DAY_END,RANGE,24867.95,24816.2,180.0,540.0000000000546,24851.2,24898.603846153845
254,2025-10-09,2025-10-09 09:33:00,CE,25175.4,25187.9,75,-35.25,0.5659,ORB+ML_CE,Drawdown,RANGE,25172.25,25126.4,180.0,952.4999999997817,25184.4,25238.242307692304
255,2025-10-14,2025-10-14 09:36:00,CE,25151.05,25154.95,75,269.25,0.5695,ML_CE,STOP,RANGE,25192.9,25134.75,120.0,502.50000000005457,25156.05,25227.819230769226
256,2025-10-14,2025-10-14 09:45:00,CE,25150.35,25144.75,75,-96.75,0.6546,ML_CE,TIME_EXIT_WEAK,RANGE,25192.9,25134.75,360.0,0.0,25123.984615384616,25242.403846153844
257,2025-10-24,2025-10-24 09:36:00,CE,25794.55,25801.25,75,70.5,0.5756,ORB+ML_CE,STOP,RANGE,25763.0,25737.95,120.0,525.0,25799.55,25867.657692307694
258,2025-10-28,2025-10-28 09:35:00,CE,25908.7,25916.55,75,554.25,0.5758,ORB+ML_CE,STOP,RANGE,25868.65,25814.6,180.0,858.7500000000546,25913.7,26023.369230769233
259,2025-11-11,2025-11-11 09:34:00,CE,25691.8,25700.7,75,6.0,0.5611,ML_CE,STOP,RANGE,25693.2,25660.75,240.0,821.2500000000546,25696.8,25760.25
260,2025-11-14,2025-11-14 09:41:00,CE,25829.95,25933.5,75,6154.5,0.5962,ORB+ML_CE,Drawdown,RANGE,25800.15,25759.1,660.0,8062.5,25838.95,25919.06153846154
261,2025-11-28,2025-11-28 09:37:00,PE,26205.0,26211.2,75,-69.75,0.5617,ML_PE,STOP,RANGE,26214.4,26197.95,360.0,540.0000000000546,26210.0,26246.753846153846
262,2025-12-18,2025-12-18 09:46:00,CE,25824.6,25817.25,75,-623.25,0.5645,ORB+ML_CE,TIME_EXIT_WEAK,RANGE,25806.6,25770.85,360.0,0.0,25804.653846153844,25892.161538461536
263,2026-01-09,2026-01-09 09:35:00,CE,25669.05,25678.95,75,686.25,0.5603,ML_CE,Drawdown,RANGE,25684.35,25657.25,300.0,780.0000000001091,25674.05,25737.419230769232
264,2026-01-09,2026-01-09 09:43:00,CE,25689.25,25700.0,75,-47.25,0.5611,ORB+ML_CE,STOP,RANGE,25684.35,25657.25,240.0,802.5000000000546,25694.25,25760.742307692308
265,2026-01-14,2026-01-14 09:37:00,CE,25687.25,25686.25,75,-12.0,0.5893,ML_CE,STOP,RANGE,25715.65,25675.65,60.0,0.0,25661.857692307694,25773.87307692307
266,2026-01-19,2026-01-19 09:34:00,CE,25608.65,25614.45,75,412.5,0.5886,ML_CE,Drawdown,RANGE,25636.3,25613.25,120.0,464.9999999997817,25611.31666666667,25672.250000000004
267,2026-01-19,2026-01-19 09:43:00,CE,25607.65,25591.1,75,-645.0,0.6162,ML_CE,TIME_EXIT_WEAK,RANGE,25636.3,25613.25,360.0,0.0,25586.396153846155,25677.98846153846
268,2026-01-20,2026-01-20 09:47:00,CE,25238.45,25215.3,75,-24.0,0.5608,ML_CE,STOP,TREND,25355.25,25311.45,120.0,0.0,25216.753846153846,25301.53846153846
269,2026-01-21,2026-01-21 09:39:00,CE,25172.4,25174.95,75,156.75,0.5613,ORB+ML_CE,STOP,RANGE,25164.05,25137.65,180.0,217.4999999998363,25172.4,25274.96923076923
270,2026-01-21,2026-01-21 09:50:00,CE,25154.4,25158.85,75,239.25,0.6337,ML_CE,STOP,RANGE,25164.05,25137.65,480.0,434.99999999994543,25157.06666666667,25259.85384615385
271,2026-01-21,2026-01-21 09:59:00,CE,25168.6,25167.6,75,-75.0,0.5918,ORB+ML_CE,DAY_END,RANGE,25164.05,25137.65,0.0,0.0,25149.915384615382,25231.74615384615
272,2026-01-22,2026-01-22 09:39:00,CE,25257.75,25284.8,75,1974.0,0.5744,ML_CE,MaxProfitTrail,RANGE,25318.2,25278.5,300.0,2084.9999999999454,25266.75,25367.32307692308
273,2026-01-23,2026-01-23 09:36:00,CE,25070.55,25058.5,75,-975.0,0.6315,ML_CE,TIME_EXIT_WEAK,RANGE,25106.15,25057.3,360.0,0.0,25042.37307692308,25171.869230769233
274,2026-01-30,2026-01-30 09:36:00,CE,25320.65,25309.8,75,-885.0,0.6348,ML_CE,TIME_EXIT_WEAK,RANGE,25368.8,25302.2,360.0,0.0,25293.426923076924,25406.48076923077
275,2026-02-04,2026-02-04 09:37:00,CE,25797.0,25793.85,75,-69.75,0.5756,ML_CE,TIME_EXIT_WEAK,RANGE,25812.65,25779.85,360.0,26.24999999989086,25778.796153846153,25856.888461538463
276,2026-02-05,2026-02-05 09:35:00,CE,25649.0,25665.05,75,1071.0,0.6006,ML_CE,Drawdown,RANGE,25649.0,25609.05,300.0,1218.75,25658.0,25696.830769230768
277,2026-02-06,2026-02-06 09:59:00,CE,25674.1,25673.1,75,-75.0,0.5957,ORB+ML_CE,DAY_END,RANGE,25671.85,25633.65,0.0,0.0,25658.0,25728.2
278,2026-02-17,2026-02-17 09:53:00,CE,25725.35,25728.05,75,-130.5,0.5639,ORB+ML_CE,STOP,RANGE,25721.0,25691.15,660.0,378.7500000002183,25728.016666666666,25826.819230769233
279,2026-02-24,2026-02-24 09:37:00,CE,25424.95,25417.35,75,-641.25,0.5694,ML_CE,TIME_EXIT_WEAK,RANGE,25427.65,25361.9,360.0,0.0,25398.934615384616,25516.003846153846
280,2026-02-27,2026-02-27 09:47:00,CE,25171.75,25185.6,75,1017.0,0.5914,ML_CE,STOP,TREND,25314.8,25287.8,120.0,1121.2500000000546,25180.75,25247.688461538462
281,2026-02-27,2026-02-27 09:56:00,CE,25175.95,25170.2,75,-72.0,0.6185,ML_CE,TIME_EXIT_WEAK,TREND,25314.8,25287.8,360.0,0.0,25154.91346153846,25238.65961538461
282,2026-03-02,2026-03-02 09:35:00,CE,24825.85,24862.55,75,895.5,0.5866,ML_CE,STOP,RANGE,24891.25,24815.2,240.0,2726.2500000001637,24834.85,24958.473076923074
283,2026-03-02,2026-03-02 09:59:00,CE,24850.25,24849.25,75,-18.75,0.597,ML_CE,DAY_END,RANGE,24891.25,24815.2,0.0,0.0,24818.80384615385,24958.06153846153
284,2026-03-05,2026-03-05 09:47:00,CE,24758.55,24754.05,75,-408.75,0.5777,ML_CE,TIME_EXIT_WEAK,RANGE,24854.2,24712.75,360.0,0.0,24709.799999999996,24931.65
285,2026-03-09,2026-03-09 09:59:00,CE,24001.1,24005.3,75,291.0,0.5911,ML_CE,DAY_END,RANGE,24019.35,23939.3,120.0,352.50000000005457,24003.766666666666,24079.292307692303
286,2026-03-11,2026-03-11 09:45:00,CE,23881.05,23863.7,75,-70.5,0.6153,ML_CE,TIME_EXIT_WEAK,RANGE,23930.4,23871.8,360.0,0.0,23846.653846153844,23991.761538461546
287,2026-03-17,2026-03-17 09:39:00,CE,23594.6,23599.85,75,-81.75,0.6448,ML_CE,STOP,RANGE,23656.8,23567.55,420.0,390.00000000005457,23597.266666666666,23729.019230769234
