trade_idx,check_bar,eqs,action,actual_pnl,outcome
1741,3,45.0,ScaleOut,-322.87500000003274,loss
1742,3,68.0,Trail,11.250000000016373,win
1743,3,25.0,Exit,-148.50000000003274,loss
1744,3,50.0,Trail,-21.375,loss
1745,3,70.0,Hold,-115.87500000001636,loss
1746,3,70.0,Hold,-20.25000000001637,loss
1747,3,43.0,ScaleOut,-117.0,loss
1748,3,70.0,Hold,-51.74999999996726,loss
1749,3,28.0,Exit,-85.50000000004911,loss
1750,3,85.0,Hold,211.4999999999673,win
1751,3,25.0,Exit,-348.74999999998363,loss
1752,3,80.0,Hold,158.99999999996726,win
1753,3,45.0,ScaleOut,-322.49999999998363,loss
1754,3,60.0,Trail,38.25000000000546,win
1755,3,45.0,ScaleOut,-230.6250000000109,loss
1756,3,50.0,Trail,-161.2500000000109,loss
1757,3,48.0,ScaleOut,-4.874999999994543,loss
1758,3,70.0,Hold,-283.50000000003274,loss
1759,3,50.0,Trail,146.25000000001637,win
1760,3,70.0,Hold,-373.1249999999836,loss
1761,3,60.0,Trail,260.24999999996726,win
1762,3,70.0,Hold,-307.49999999998363,loss
1763,3,43.0,ScaleOut,128.99999999996726,win
1764,3,58.0,Trail,-187.12500000004368,loss
1765,3,55.0,Trail,-13.87499999994543,loss
1766,3,53.0,Trail,-215.25000000004368,loss
1767,3,55.0,Trail,14.25000000005457,win
1768,3,50.0,Trail,-316.12499999999454,loss
1769,3,63.0,Trail,150.75000000000546,win
1770,3,70.0,Hold,-320.6250000000109,loss
1771,3,38.0,ScaleOut,155.25000000002183,win
1772,3,50.0,Trail,-308.2500000000273,loss
1773,3,63.0,Trail,137.2500000000382,win
1774,3,70.0,Hold,-214.5,loss
1775,3,43.0,ScaleOut,49.875,win
1776,3,70.0,Hold,-338.9999999999891,loss
1777,3,50.0,Trail,191.99999999997817,win
1778,3,70.0,Hold,-307.8749999999782,loss
1779,3,50.0,Trail,129.74999999995634,win
1780,3,70.0,Hold,-277.1249999999891,loss
1781,3,43.0,ScaleOut,68.24999999997817,win
1782,3,50.0,Trail,-248.25,loss
1783,3,63.0,Trail,10.5,win
1784,3,73.0,Hold,-199.87500000002183,loss
1785,3,35.0,ScaleOut,-50.249999999989086,loss
1786,3,25.0,Exit,-296.2500000000109,loss
1787,3,78.0,Hold,106.50000000002184,win
1788,3,55.0,Trail,-254.99999999995637,loss
1789,3,53.0,Trail,64.49999999997817,win
1790,3,35.0,ScaleOut,-318.3750000000164,loss
1791,3,78.0,Hold,150.75000000003274,win
1792,3,25.0,Exit,-282.7499999999618,loss
1793,3,73.0,Hold,137.99999999997272,win
1794,3,45.0,ScaleOut,-333.3749999999618,loss
1795,3,58.0,Trail,188.62499999997272,win
1796,3,55.0,Trail,-341.2500000000109,loss
1797,3,58.0,Trail,196.50000000002183,win
1798,3,63.0,Trail,-266.62500000000546,loss
1799,3,50.0,Trail,120.37500000001091,win
1800,3,43.0,ScaleOut,-213.7500000000382,loss
1801,3,70.0,Hold,67.50000000004366,win
1802,3,35.0,ScaleOut,-259.8750000000218,loss
1803,3,73.0,Hold,113.62500000002728,win
1804,3,25.0,Exit,-312.7499999999891,loss
1805,3,80.0,Hold,177.74999999999454,win
1806,3,45.0,ScaleOut,-317.25000000000546,loss
1807,3,65.0,Trail,182.2500000000109,win
1808,3,25.0,Exit,-217.1249999999891,loss
1809,3,80.0,Hold,82.12499999999454,win
1810,3,25.0,Exit,-10.124999999972715,loss
1811,3,80.0,Hold,-124.87500000002184,loss
1812,3,45.0,ScaleOut,-50.6250000000382,loss
1813,3,60.0,Trail,-84.37499999995634,loss
1814,3,28.0,Exit,58.500000000010914,win
1815,3,70.0,Hold,-193.50000000000543,loss
1816,3,70.0,Hold,216.0000000000109,win
1817,3,50.0,Trail,-351.00000000000546,loss
1818,3,50.0,Trail,159.00000000002183,win
1819,3,70.0,Hold,-322.5000000000109,loss
1820,3,50.0,Trail,93.7499999999618,win
1821,3,35.0,ScaleOut,-266.24999999995634,loss
1822,3,65.0,Trail,-62.62499999997272,loss
1823,3,55.0,Trail,-109.87500000002184,loss
1824,3,58.0,Trail,-126.75000000002184,loss
1825,3,55.0,Trail,-45.74999999997272,loss
1826,3,50.0,Trail,-279.75000000000546,loss
1827,3,63.0,Trail,107.25000000001091,win
1828,3,50.0,Trail,-313.50000000000546,loss
1829,3,63.0,Trail,141.0000000000109,win
1830,3,70.0,Hold,-301.12499999999454,loss
1831,3,63.0,Trail,116.24999999998909,win
1832,3,40.0,ScaleOut,-267.7500000000164,loss
1833,3,70.0,Hold,49.50000000003274,win
1834,3,70.0,Hold,20.250000000049116,win
1835,3,38.0,ScaleOut,-216.00000000003277,loss
1836,3,50.0,Trail,-4.124999999950887,loss
1837,3,63.0,Trail,-172.87500000003274,loss
1838,3,40.0,ScaleOut,232.4999999999618,win
1839,3,58.0,Trail,-352.49999999995634,loss
1840,3,78.0,Hold,262.87499999998363,win
1841,3,35.0,ScaleOut,-353.62499999996726,loss
1842,3,58.0,Trail,267.375,win
1843,3,55.0,Trail,-358.12499999998363,loss
1844,3,58.0,Trail,304.50000000003274,win
1845,3,55.0,Trail,-395.2500000000164,loss
1846,3,70.0,Hold,201.75,win
1847,3,38.0,ScaleOut,-327.0,loss
1848,3,73.0,Hold,202.87500000006548,win
1849,3,35.0,ScaleOut,-328.1250000000655,loss
1850,3,78.0,Hold,234.3750000000164,win
1851,3,35.0,ScaleOut,-359.6250000000164,loss
1852,3,85.0,Hold,235.5,win
1853,3,35.0,ScaleOut,-360.75,loss
1854,3,65.0,Trail,198.0,win
1855,3,45.0,ScaleOut,-342.0,loss
1856,3,65.0,Trail,142.50000000004366,win
1857,3,25.0,Exit,-314.2500000000218,loss
1858,3,60.0,Trail,31.499999999994543,win
1859,3,45.0,ScaleOut,-233.9999999999891,loss
1860,3,65.0,Trail,-24.750000000005457,loss
1861,3,45.0,ScaleOut,-177.7499999999891,loss
1862,3,70.0,Hold,-195.74999999997272,loss
1863,3,28.0,Exit,-6.750000000021828,loss
1864,3,70.0,Hold,-283.50000000000546,loss
1865,3,28.0,Exit,81.00000000001091,win
1866,3,73.0,Hold,-148.1250000000109,loss
1867,3,25.0,Exit,-25.499999999994543,loss
1868,3,50.0,Trail,-35.624999999956344,loss
1869,3,58.0,Trail,-91.8750000000382,loss
1870,3,70.0,Hold,-79.49999999997272,loss
1871,3,43.0,ScaleOut,-48.00000000002183,loss
1872,3,50.0,Trail,-125.62499999995634,loss
1873,3,70.0,Hold,-1.8750000000381988,loss
1874,3,50.0,Trail,-22.12499999998909,loss
1875,3,70.0,Hold,-105.37500000000546,loss
1876,3,50.0,Trail,-4.125000000005457,loss
1877,3,70.0,Hold,-123.37499999998909,loss
1878,3,78.0,Hold,67.87500000001091,win
1879,3,35.0,ScaleOut,-195.37500000000543,loss
1880,3,65.0,Trail,146.6250000000109,win
1881,3,45.0,ScaleOut,-274.12500000000546,loss
1882,3,85.0,Hold,231.0000000000109,win
1883,3,55.0,Trail,-358.50000000000546,loss
1884,3,85.0,Hold,52.500000000043656,win
1885,3,25.0,Exit,-269.2500000000218,loss
1886,3,80.0,Hold,-9.749999999950887,loss
1887,3,25.0,Exit,-229.12500000003277,loss
1888,3,65.0,Trail,8.250000000032742,win
1889,3,45.0,ScaleOut,-247.1250000000164,loss
1890,3,78.0,Hold,-107.62499999997272,loss
1891,3,25.0,Exit,-132.37500000002183,loss
1892,3,73.0,Hold,19.874999999972715,win
1893,3,35.0,ScaleOut,-225.37499999997817,loss
1894,3,58.0,Trail,44.999999999989086,win
1895,3,45.0,ScaleOut,-244.12499999997817,loss
1896,3,58.0,Trail,98.24999999997816,win
1897,3,55.0,Trail,-292.1249999999891,loss
1898,3,78.0,Hold,42.74999999996726,win
1899,3,25.0,Exit,-264.37499999998363,loss
1900,3,53.0,Trail,-9.375000000010914,loss
1901,3,45.0,ScaleOut,-218.62499999999451,loss
1902,3,73.0,Hold,29.99999999998909,win
1903,3,25.0,Exit,-257.99999999999454,loss
1904,3,73.0,Hold,-23.25,loss
1905,3,25.0,Exit,-230.2500000000164,loss
1906,3,53.0,Trail,-21.000000000032745,loss
1907,3,45.0,ScaleOut,-232.49999999998363,loss
1908,3,48.0,ScaleOut,-45.000000000010914,loss
1909,3,45.0,ScaleOut,-220.49999999999451,loss
1910,3,68.0,Trail,-120.00000000001091,loss
1911,3,25.0,Exit,-148.1250000000109,loss
1912,3,48.0,ScaleOut,-151.87500000006548,loss
1913,3,45.0,ScaleOut,-115.87499999993452,loss
1914,3,53.0,Trail,-108.00000000004913,loss
1915,3,45.0,ScaleOut,-159.7499999999509,loss
1916,3,48.0,ScaleOut,-184.12500000000543,loss
1917,3,45.0,ScaleOut,-82.87500000000546,loss
1918,3,50.0,Trail,-203.25000000005457,loss
1919,3,63.0,Trail,-63.74999999995634,loss
1920,3,70.0,Hold,-225.37499999997817,loss
1921,3,43.0,ScaleOut,-35.250000000043656,loss
1922,3,50.0,Trail,-264.75000000000546,loss
1923,3,63.0,Trail,43.500000000010914,win
1924,3,73.0,Hold,-184.87499999999451,loss
1925,3,35.0,ScaleOut,-61.12499999999454,loss
1926,3,70.0,Hold,-248.25,loss
1927,3,38.0,ScaleOut,10.5,win
1928,3,50.0,Trail,-220.8750000000164,loss
1929,3,58.0,Trail,-20.62499999998363,loss
1930,3,70.0,Hold,-209.6250000000164,loss
1931,3,38.0,ScaleOut,-31.87499999998363,loss
1932,3,70.0,Hold,-244.5,loss
1933,3,38.0,ScaleOut,3.0,win
1934,3,50.0,Trail,-161.2500000000382,loss
1935,3,58.0,Trail,-64.49999999997272,loss
1936,3,73.0,Hold,-130.12499999997272,loss
1937,3,35.0,ScaleOut,-80.6250000000382,loss
1938,3,50.0,Trail,-135.74999999997272,loss
1939,3,58.0,Trail,-75.0000000000382,loss
1940,3,40.0,ScaleOut,-127.87500000000546,loss
1941,3,63.0,Trail,-82.87500000000546,loss
1942,3,60.0,Trail,-145.8749999999891,loss
1943,3,50.0,Trail,-64.87500000002183,loss
1944,3,40.0,ScaleOut,-108.7500000000382,loss
1945,3,70.0,Hold,-101.99999999997272,loss
1946,3,78.0,Hold,51.750000000027285,win
1947,3,35.0,ScaleOut,-248.62500000002183,loss
1948,3,65.0,Trail,69.00000000002183,win
1949,3,55.0,Trail,-265.1250000000273,loss
1950,3,58.0,Trail,111.75,win
1951,3,55.0,Trail,-298.875,loss
1952,3,85.0,Hold,29.249999999972715,win
1953,3,35.0,ScaleOut,-256.4999999999618,loss
1954,3,58.0,Trail,-43.875000000027285,loss
1955,3,45.0,ScaleOut,-183.3749999999618,loss
1956,3,65.0,Trail,31.500000000021828,win
1957,3,45.0,ScaleOut,-258.7500000000109,loss
1958,3,53.0,Trail,-102.37499999996726,loss
1959,3,45.0,ScaleOut,-165.37500000003274,loss
1960,3,50.0,Trail,-147.37499999996726,loss
1961,3,58.0,Trail,-120.37500000003274,loss
1962,3,50.0,Trail,-146.24999999998363,loss
1963,3,63.0,Trail,-121.50000000001636,loss
1964,3,73.0,Hold,-145.125,loss
1965,3,25.0,Exit,-122.625,loss
1966,3,58.0,Trail,-109.12499999995087,loss
1967,3,45.0,ScaleOut,-158.6250000000491,loss
1968,3,85.0,Hold,-49.5,loss
1969,3,25.0,Exit,-218.25,loss
1970,3,50.0,Trail,-181.12500000002183,loss
1971,3,63.0,Trail,-94.49999999997272,loss
1972,3,70.0,Hold,-183.3749999999891,loss
1973,3,38.0,ScaleOut,-92.25000000000546,loss
1974,3,50.0,Trail,-210.37500000000543,loss
1975,3,63.0,Trail,-65.24999999998909,loss
1976,3,78.0,Hold,-87.0,loss
1977,3,35.0,ScaleOut,-199.5,loss
1978,3,50.0,Trail,-108.74999999998364,loss
1979,3,58.0,Trail,-162.75000000001637,loss
1980,3,53.0,Trail,-57.0,loss
1981,3,55.0,Trail,-214.5,loss
1982,3,50.0,Trail,29.24999999994543,win
1983,3,58.0,Trail,-248.62499999994,loss
1984,3,73.0,Hold,30.375000000010917,win
1985,3,35.0,ScaleOut,-249.75000000000543,loss
1986,3,50.0,Trail,62.99999999997272,win
1987,3,58.0,Trail,-267.7499999999618,loss
1988,3,70.0,Hold,70.87500000002183,win
1989,3,35.0,ScaleOut,-275.6250000000109,loss
1990,3,73.0,Hold,58.49999999995634,win
1991,3,35.0,ScaleOut,-263.24999999994543,loss
1992,3,53.0,Trail,76.50000000002183,win
1993,3,55.0,Trail,-281.2500000000109,loss
1994,3,50.0,Trail,72.75000000002183,win
1995,3,55.0,Trail,-279.3750000000109,loss
1996,3,78.0,Hold,52.499999999989086,win
1997,3,25.0,Exit,-259.1249999999782,loss
1998,3,58.0,Trail,46.874999999989086,win
1999,3,45.0,ScaleOut,-253.49999999997817,loss
