entry_filter,confidence_threshold,risk_multiplier,reward_points,stop_points,trailing_stop,partial_exit_fraction,trade_count,net_pnl,profit_factor,win_rate,expectancy,max_drawdown,avg_winner,avg_loser,meets_min_trades
confidence_threshold,0.43108233117483813,1.0,15.0,30.0,True,0.5,32080,4023395.160000003,3.508689285463967,0.5225997506234414,125.41755486284299,-9264.029999999795,335.65039844915003,-104.71980215475013,True
confidence_threshold,0.435759209344115,1.25,15.0,30.0,True,0.5,18447,4015490.1562500047,6.065926515073787,0.6199382013335502,217.67713754269013,-6497.5687499996275,420.43869359916056,-113.05758718442395,True
confidence_no_after_2pm,0.43108233117483813,1.25,18.75,22.5,True,0.5,18603,4008628.9124999996,5.560260544214639,0.5808202978014299,215.4829281567489,-5893.743749999674,452.35205691809347,-112.72570691202873,True
confidence_and_adx,0.43108233117483813,1.25,11.25,30.0,True,0.0,20899,3988195.5000000056,5.195419873827996,0.6024211684769606,190.83188190822554,-4784.249999999614,392.2797855440829,-114.4069081718617,True
confidence_threshold,0.435759209344115,1.25,15.0,22.5,True,0.5,18447,3968808.0937500047,6.007032609474494,0.6199382013335502,215.14653297284136,-6497.5687499996275,416.3566664480588,-113.05758718442395,True
confidence_threshold,0.43108233117483813,1.0,15.0,22.5,True,0.5,32080,3966972.5100000035,3.4735083271231804,0.5225997506234414,123.65874407730685,-9264.029999999795,332.28489591410687,-104.71980215475013,True
confidence_and_adx,0.43108233117483813,1.25,15.0,15.0,True,0.5,20899,3945869.9250000026,5.0954725191715085,0.5854825589741136,188.80663787741054,-4813.237499999668,401.22108123569814,-111.21680999653684,True
confidence_threshold,0.435759209344115,1.25,11.25,30.0,True,0.0,18447,3939604.500000005,6.0295300715344,0.6359299615113568,213.56342494714616,-5508.75,402.5998849202968,-116.63114204883814,True
confidence_no_after_2pm,0.43108233117483813,1.25,18.75,15.0,True,0.5,18603,3933217.6781249996,5.474471890733027,0.5808202978014299,211.42921454200933,-5893.743749999674,445.3727663697362,-112.72570691202873,True
confidence_no_after_2pm,0.43108233117483813,1.25,15.0,30.0,True,0.0,18603,3917945.999999999,5.511912165056728,0.5959253883782185,210.60828898564742,-4962.749999999731,431.74291899693304,-115.51895703073035,True
confidence_and_adx,0.43108233117483813,1.25,11.25,22.5,True,0.0,20899,3891387.000000007,5.093571570022079,0.6020862242212546,186.1996746255805,-4784.249999999607,384.80459747278115,-114.31087662337649,True
confidence_threshold,0.435759209344115,1.25,15.0,15.0,True,0.5,18447,3889281.656250005,5.906702370150276,0.6199382013335502,210.83545596845042,-6475.6312499996275,409.4026232948585,-113.05758718442395,True
confidence_threshold,0.43108233117483813,1.0,11.25,30.0,True,0.0,32080,3885860.700000005,3.5003472686040658,0.5855985037406484,121.13032107231935,-8523.599999999162,289.57676461194524,-116.9660871528561,True
